[ 0 0 0 0 0 0 0
  0 0 0 0 0 0 0
  0 0 0 0 0 0 0
  0.366655 0.103594 0.0875585 0.754106 0.470779 0.109245 0.444699
  0.426757 0.155759 0.0889433 0.798224 0.271195 -0.31701 0.434507
  0.463144 0.166221 0.0848453 0.889398 0.0364648 -0.197891 0.410464
  -0.601466 0.08223 0.0754521 0.467057 -0.00495932 0.00313008 0.884208
  -0.785468 -0.119815 0.0749079 0.525602 -0.000339913 0.00634788 0.850707
  0 0 0 0 0 0 0
  -0.832834 0.256376 0.0846839 0.727299 0.160683 -0.568942 -0.348601
  -0.863353 0.197041 0.0934827 0.718731 -0.384357 -0.273917 -0.510553
  -0.882152 0.18114 0.0846465 0.730899 -0.411369 -0.109069 -0.533541 ]
[ 0.219968 0.0888896 0.0897708 0.694122 -0.288794 -0.518013 0.407989
  0.206784 0.147445 0.0856594 0.694724 0.344887 -0.394911 0.492399
  0.184079 0.168237 0.0853762 0.684589 0.388148 -0.301393 0.538369
  0.366499 0.103355 0.0873761 0.753883 0.47113 0.109281 0.444697
  0.426763 0.155977 0.0886296 0.798063 0.272026 -0.316201 0.434872
  0.463143 0.166273 0.0846849 0.88927 0.0365181 -0.196496 0.411407
  -0.601985 0.0818944 0.0757748 0.467971 -0.00582616 0.00179797 0.883723
  -0.785079 -0.119262 0.0744941 0.524406 7.85098e-05 0.00520045 0.851453
  0 0 0 0 0 0 0
  -0.832834 0.256376 0.0846527 0.727378 0.160635 -0.568844 -0.348618
  -0.863353 0.197047 0.0934439 0.718769 -0.384379 -0.273884 -0.510501
  -0.882152 0.181171 0.0846452 0.730906 -0.411394 -0.10905 -0.533515 ]
[ 0.219971 0.0888907 0.0897719 0.694435 -0.288538 -0.517707 0.408025
  0.206787 0.147485 0.085662 0.694675 0.344914 -0.394638 0.492669
  0.184081 0.168239 0.0853773 0.684666 0.388096 -0.301392 0.538309
  0.366657 0.103689 0.0875667 0.753932 0.470807 0.109328 0.444943
  0.426764 0.155053 0.0885934 0.798494 0.272239 -0.316415 0.433791
  0.463143 0.166637 0.0848418 0.888783 0.0352761 -0.197338 0.412162
  0 0 0 0 0 0 0
  0 0 0 0 0 0 0
  0 0 0 0 0 0 0
  -0.832834 0.256181 0.0846452 0.727261 0.160241 -0.568823 -0.349077
  -0.863353 0.196853 0.0934346 0.71861 -0.38454 -0.273731 -0.510686
  -0.882152 0.180944 0.0846449 0.730803 -0.411487 -0.10886 -0.533624 ]
[ 0.219971 0.0888908 0.0899673 0.693922 -0.289141 -0.518164 0.407892
  0.206787 0.147486 0.0856296 0.694779 0.344878 -0.394815 0.492405
  0.184081 0.168239 0.0853773 0.684681 0.38819 -0.30141 0.538213
  0.366499 0.103569 0.087573 0.753992 0.471256 0.108882 0.444476
  0.426764 0.155836 0.088755 0.798624 0.2715 -0.316177 0.434188
  0.463143 0.166356 0.0846842 0.889514 0.0361584 -0.197093 0.410624
  -0.60168 0.0830248 0.0761648 0.466064 -0.00661519 0.00320683 0.88472
  -0.78561 -0.11909 0.0760354 0.52542 -0.00253116 0.00692221 0.850811
  0 0 0 0 0 0 0
  -0.832834 0.256533 0.0846449 0.727369 0.160815 -0.568941 -0.348395
  -0.863353 0.197009 0.0936296 0.718705 -0.384371 -0.274094 -0.510485
  -0.882152 0.181132 0.0846449 0.730858 -0.411367 -0.109057 -0.533602 ]
[ 0.219971 0.0888908 0.0895454 0.695089 -0.28788 -0.517395 0.407773
  0.206787 0.147486 0.0856218 0.694487 0.344902 -0.394686 0.492903
  0.184081 0.168473 0.0853773 0.684523 0.388087 -0.301701 0.538324
  0.366461 0.103697 0.0869886 0.753733 0.47163 0.110434 0.444136
  0.426569 0.155594 0.0882859 0.799076 0.271737 -0.315742 0.433525
  0.463143 0.166914 0.084373 0.889511 0.0362091 -0.196356 0.410979
  0 0 0 0 0 0 0
  0 0 0 0 0 0 0
  0 0 0 0 0 0 0
  -0.832834 0.256148 0.0846449 0.726964 0.160294 -0.569334 -0.348839
  -0.863353 0.197047 0.0934811 0.71862 -0.384521 -0.273786 -0.510656
  -0.882152 0.181177 0.0846449 0.730896 -0.41134 -0.108796 -0.533623 ]
[ 0.219971 0.0888908 0.089922 0.694305 -0.289135 -0.517863 0.407627
  0.206787 0.147486 0.0856215 0.694885 0.345119 -0.394726 0.492157
  0.184081 0.168286 0.0853773 0.684637 0.388326 -0.301612 0.538057
  0.36646 0.103571 0.0874574 0.753972 0.471198 0.109542 0.444409
  0.426725 0.156139 0.0886935 0.798562 0.271348 -0.315771 0.434693
  0.463143 0.166216 0.0838092 0.890595 0.0360279 -0.195605 0.408999
  -0.601824 0.0821716 0.0756726 0.467286 -0.00620245 0.00405916 0.884075
  -0.785436 -0.119552 0.0755502 0.525987 -0.00200075 0.00627815 0.850467
  0 0 0 0 0 0 0
  -0.832834 0.256331 0.0846449 0.727191 0.160729 -0.568997 -0.348715
  -0.863353 0.197048 0.0934436 0.718492 -0.384321 -0.273814 -0.510971
  -0.882152 0.180983 0.0846449 0.730805 -0.411338 -0.1088 -0.533749 ]
[ 0.219971 0.0888908 0.0899973 0.694148 -0.289386 -0.517956 0.407597
  0.206787 0.147486 0.0856215 0.694965 0.345162 -0.394734 0.492008
  0.184081 0.168248 0.0853773 0.68466 0.388374 -0.301594 0.538004
  0.36646 0.103741 0.0873559 0.753825 0.471088 0.109608 0.444758
  0.426757 0.155467 0.0883844 0.798949 0.272004 -0.315582 0.433707
  0.463143 0.166076 0.084673 0.890655 0.0353808 -0.196697 0.408403
  -0.60147 0.0812967 0.0758189 0.467861 -0.00561077 0.00405902 0.883775
  -0.785072 -0.1196 0.0750132 0.525415 -0.000741968 0.00594343 0.850825
  0 0 0 0 0 0 0
  -0.832834 0.256367 0.0846449 0.727154 0.160667 -0.569094 -0.348662
  -0.863353 0.196853 0.0934361 0.718529 -0.3843 -0.273693 -0.511001
  -0.882152 0.18114 0.0846449 0.73082 -0.411269 -0.108924 -0.533756 ]
[ 0.219971 0.0886954 0.0894264 0.696219 -0.286922 -0.516683 0.407422
  0.206787 0.147682 0.0858168 0.69438 0.3452 -0.39457 0.492937
  0.184081 0.168436 0.0853773 0.684663 0.388432 -0.301444 0.538041
  0.36646 0.103775 0.0873356 0.753796 0.471066 0.109621 0.444827
  0.426763 0.155333 0.0883225 0.799027 0.272135 -0.315544 0.433509
  0.463143 0.166049 0.0848458 0.890666 0.0352514 -0.196916 0.408284
  0 0 0 0 0 0 0
  0 0 0 0 0 0 0
  0 0 0 0 0 0 0
  -0.832834 0.256375 0.0846449 0.727169 0.160825 -0.569038 -0.34865
  -0.863353 0.197009 0.0936299 0.718443 -0.384323 -0.273867 -0.511011
  -0.882152 0.181171 0.0848402 0.730742 -0.411153 -0.10907 -0.533923 ]
[ 0.219971 0.0888517 0.0900935 0.693892 -0.289503 -0.51823 0.407603
  0.206787 0.14733 0.0856605 0.695088 0.345425 -0.394608 0.491752
  0.184081 0.168278 0.0853773 0.684806 0.388734 -0.30129 0.537728
  0.36646 0.103587 0.0873315 0.754405 0.47126 0.109673 0.443575
  0.426764 0.155501 0.0885055 0.799105 0.271775 -0.315298 0.43377
  0.463143 0.166043 0.0839038 0.89043 0.0355919 -0.195325 0.409532
